iba_label,iba_name,longitude,latitude,area_ha
FR249,Plateau de Valensole,6.05,43.8333,22500
FR250,Plateau de l'Arbois,5.2,43.5667,34500
FR251,Plaine des Maures,6.4,43.3667,7500
FR252,Etangs de Citis,4.9667,43.4667,1250
FR253,Marais de L'Ile Vieille,4.6833,44.2333,1100
FR255,Vallée de la Durance : de Tallard à Sis,6,44.3667,1650
FR259,Bois du Chapitre,6,44.5167,250
FR262,Basse vallée du Var,7.2,43.7667,1100
FR263,Préalpes de Grasse,7.0667,43.7667,8500
FR264,Parc National des Ecrins,6.2667,44.6333,120000
FR265,Bois de Palayson,6.6333,43.5333,14150
FR266,Détroit de Bonifaccio et Iles Lavezzi,9.2333,41.3667,16600
FR267,Iles Cerbicale,9.35,41.55,5040
FR268,Golfe de Porto,8.6167,42.3333,28700
FR269,Forêts domaniales de Corse,9,42.1167,50217
FR272,Etang de Biguglia,9.4667,42.6,1980
FR274,Etang d'Urbino et zones humides périphé,9.4667,42.05,5200
FR275,Iles Sanguinaires,8.6,41.8667,175
FR276,Iles Finocchiarola & côte de Tamarone à,9.4,43,1140
GE004,Kolkheti,41.8333,42.1667,56052
GE005,Kintrishi,41.8167,41.75,15726
GE014,Batumi,41.6333,41.6333,41938
GL043,Liverpool Land coast and mouth of Score,-21.666,71,150000
GL044,Heden,-24.116,71,252400
GR001,Northern Evros and Ardas riparian fores,26.5,41.5,20000
GR002,Asvestades-Vrisika area,26.3333,41.3333,9500
GR004,Protected area of Dadia-Lefkimi-Soufli,26.3,41.1833,42370
GR005,South forest complex of Evros prefectur,25.9167,40.9667,71800
GR008,Filiouri river valley and east Rodopi m,25.75,41.1667,77000
GR009,Kompsatos valley,25.1167,41.1667,16000
GR010,Lake Mitrikou (Ismarida),25.2833,40.9667,6500
GR011,Porto Lagos,25.0833,41.0167,15300
GR012,Nestou delta and coastal lagoons,24.8,40.9667,22000
GR013,Nestos gorge,24.7167,41.1333,14500
GR015,Mount Falakro,24.0833,41.2833,20000
GR017,Mount Pangaio,24.1167,40.9167,20000
GR019,Mount Kouskouras,23.6,41.2,27543
GR020,Lake Kerkini,23.15,41.2,12000
GR025,River Axios,22.6333,40.7833,12400
GR028,Axios,22.7167,40.5,20000
GR029,Gallikos estuary and Kalohori lagoon,22.85,40.6333,1800
GR032,Lakes Volvi-Langada (or Koronia-Ag. Vas,23.3667,40.6833,43000
GR034,Agios Mamas marsh,23.3333,40.2333,633
GR039,Mountain Voras (Kaimaktchalan),21.9167,40.9667,52286
GR042,Aliakmon gorge,22.1667,40.45,4400
GR043,Alyki Kitros lagoon,22.6333,40.3667,1500
GR044,Mount Olympos,22.4167,40.1333,42000
GR045,Lake Vegoritis and Lake Petron,21.75,40.75,17000
GR046,Lake Chimaditis and Lake Zazaris,21.55,40.6167,5390
GR047,Lake Mikri Prespa and Lake Megali Presp,21.05,40.75,33000
GR048,Lake Kastoria (Orestiada),21.3,40.5167,3400
GR050,Mounts Orliakas and Tsourgiakas,21.2167,40.0333,10500
GR052,Kerketion mountain (Koziakas),21.5333,39.5833,23000
GR053,Antikhassia mountains and Meteora,21.5833,39.75,65000
GR054,Kalamaki gorge-Mount Zarkou,22.1833,39.6333,8650
GR056,Tyrnavos area,22.3333,39.7167,8500
GR058,Mounts Kato Olympos and Ossa,22.5,39.9,69000
GR060,Mavrovouni mountain,22.8167,39.5833,17000
GR062,Thessaly plain,22.4167,39.4667,180000
GR064,Mount Parnitha,23.0333,39.45,31751
GR067,Central part of Zagori and Mount Mitsik,20.9,39.8,46500
GR074,Kalamas estuary,20.1833,39.5333,8531
GR075,Kalamas gorge,20.35,39.5833,4000
GR077,Acheron delta and gorge,20.5,39.25,6000
GR078,Lake Kalodiki,20.45,39.3333,1650
GR081,Amvrakikos gulf,21,39,25000
GR083,Lagoons of Kerkyra,19.9167,39.45,1100
GR084,Echinades islands,20.9333,38.5,4700
GR085,The Agia Dinati and Kokkini Rachi mount,20.55,38.2333,20000
GR086,West and north Zakynthos,20.6833,37.7667,13600
GR091,Lakes Trichonida and Lysimachia,21.4667,38.5667,14279
GR092,Mesolongi and Aetoliko lagoons,21.3333,38.3333,50000
GR093,Alyki lagoon,22.1,38.25,32
GR097,Mount Erimanthos,21.85,37.95,36900
GR098,Kalogria lagoon,21.3667,38.1667,6000
GR099,Kotychi lagoon,21.3,38,2700
GR102,Mount Othrys,22.6667,39.0667,84000
GR103,Sperchios valley and delta-Maliakos gul,22.5333,38.85,34000
GR109,Megalo and Mikro Livari lagoons Istieas,23.1333,39,1008
GR110,Kandili mountain,23.4667,38.6833,5700
GR119,Divari Pilou lagoon (Gialova),21.6667,36.9667,600
GR120,Mount Taigetos,22.3167,36.9667,70000
GR124,Mount Parnitha,23.7167,38.1667,19400
GR126,Mount Ymittos,23.8,37.9333,8000
GR127,Sounio area,24,37.6833,7000
GR134,South-west peninsula-petrified forest,26,39.1667,34000
GR143,Ikaria island,26.1667,37.6,26700
GR149,Northern Syros,24.9333,37.4833,4000
GR152,Western Milos,24.3667,36.7,11000
GR194,Mount Zakrou,26.1667,35.1167,13000
HR001,Alluvial wetlands of the River Danube,18.8333,45.6667,37111
HR004,Nasicka Breznica fish-ponds,18.2167,45.5833,1345
HR005,Alluvial forests from Podravska Slatina,18.1667,45.6667,41384
HR008,Jelas field,17.75,45.0833,10000
HR009,Alluvial wetlands of the River Sava,17,45.5,210000
HR011,Alluvial wetlands of the River Drava,17.25,45.9167,68002
HR012,Turopolje,16.25,45.5667,20000
HR013,Pokupsko depression,15.7,45.6167,10000
HR015,Prvic island,14.8,44.9167,7000
HR017,Paklenica National Park,15.75,44.3167,3617
HR018,Kornati National Park and Telascica Nat,15.3,43.75,30200
HR019,Lake Vransko,15.5833,43.9,3000
HR020,Krka National Park,15.9167,43.8,14200
HR021,Sinjsko field,16.4167,43.9167,640
HR023,Delta of the Neretva river,17.55,42.95,11500
HU001,Moson Plain,17.2,47.85,7419
HU002,Hanság,17.25,47.75,10718
HU003,Lake FertÅ,16.6333,47.6,8500
HU004,Lake Kis-Balaton,17.2166,46.6666,12072
HU005,Lake Balaton,17.9,46.9166,59985
HU006,Nagy-berek of Fonyód,17.55,46.7333,9324
HU007,Inner Somogy,17.3,46.2166,35627
HU009,Béda-Karapancsa,18.7666,45.9333,9579
HU010,Gemenc,18.75,46.1166,17839
HU011,Sárvíz Valley,18.55,47,5313
HU012,Velence Lake-Dinnyés Lake,18.5166,47.1666,1971
HU014,Öreg Lake of Tata,18.3,47.65,3987
HU015,Gerecse,18.5,47.7166,52500
HU018,Börzsöny,18.9166,47.9166,27839
HU019,Ipoly Valley,19.0833,48.0833,6300
HU021,Pusztas around JászkarajenÅ,20.0666,47.0666,8066
HU022,Alkaline pusztas of Upper Kiskunság,19.25,46.8166,44339
HU026,Lower Tisza Valley,20.1666,46.25,29483
HU027,Csanád Pusztas,20.7166,46.3166,9219
HU028,HódmezÅvásárhely Pusztas,20.4666,46.5,10123
HU029,Ecseg Pusztas of Dévaványa,21.15,47.1666,28697
HU030,Kis-Sárrét,21.5666,46.9666,12326
HU031,Bihar Plain,21.4333,47.1,50887
HU032,Hortobágy,21.0666,47.6166,150072
HU034,Upper Tisza,21.75,48.25,9456
HU035,Szatmár-Bereg,22.6666,48,52755
HU036,Heves Plain,20.45,47.6166,63959
HU038,Kesznyéten,21.05,48.0166,6009
HU039,Bodrogzug-Taktaköz,21.3333,48.25,31853
HU040,Mátra,20,47.8166,58122
HU041,Bükk,20.5,48.1666,62873
HU042,Zemplén Mountains,21.4166,48.5,94223
HU043,Aggtelek Karst,20.55,48.4833,23602
IE004,Lough Foyle,-7.0833,55.1667,21803
IE005,Lough Swilly including Blanket Nook and,-7.5333,55.1167,9000
IE006,River Foyle: Carrigans and Swilly Burn,-7.45,54.9167,2300
IE007,Fanad Head peninsula,-7.6667,55.2167,8600
IE009,Lough Fern,-7.7167,55.05,185
IE010,Horn Head cliffs,-7.9667,55.2167,176
IE011,Dunfanaghy New Lake,-8,55.1667,626
IE027,Moors west and north-west of Lough Derg,-7.95,54.6167,691
IE028,Lough Derg,-7.8833,54.6167,888
IE030,Donegal Bay,-8.25,54.5833,40000
IE032,Ardboline Island and Horse Island,-8.7,54.35,25
IE033,Drumcliff Bay and Ballintemple,-8.55,54.3333,3000
IE035,Ballysadare Bay,-8.5833,54.2167,2146
IE036,Lough Gara,-8.45,53.95,1788
IE037,Aughris Head,-8.75,54.2667,18
IE038,Killala Bay,-9.15,54.2167,4294
IE041,Broadhaven,-9.8667,54.25,10852
IE045,Carrowmore Lake,-9.8,54.1833,967
IE046,Owenduff River catchment and Nephin Beg,-9.6333,54.0333,25622
IE048,Clare Island cliffs,-10.066,53.8,800
IE050,Cross Lough (Killadoon),-9.9167,53.7,1
IE054,Connemara Islands,-10.15,53.5,20000
IE055,Roundstone bog,-9.7833,53.3833,7000
IE057,Inner Galway Bay,-9.05,53.2,11905
IE058,Rahasane turlough,-8.7833,53.2167,257
IE059,Lough Rea,-8.5,53.1833,200
IE060,Coole Park and Garryland complex,-8.8667,53.0833,389
IE062,Lough Cutra,-8.7667,53.0167,390
IE064,Ballyallia lake,-8.9833,52.8833,308
IE068,Shannon and Fergus estuary,-9.0667,52.6667,16718
IE069,Tralee Bay and Barrow Harbour,-9.8,52.2667,3290
IE070,Magharee Islands,-10.033,52.3333,370
IE074,Castlemaine Harbour,-9.9167,52.1167,11374
IE078,Eirk bog,-9.6667,51.95,13
IE079,Killarney National Park,-9.5833,52,10329
IE081,Beara peninsula,-10.066,51.6167,3250
IE083,Inner Clonakilty Bay,-8.8667,51.6167,588
IE084,The Gearagh and the Iniscarra reservoir,-8.9667,51.8833,323
IE085,Kilcolman bog,-8.5833,52.25,63
IE086,Old Head of Kinsale,-8.5333,51.6333,15
IE088,Cork Harbour,-8.2833,51.8333,5950
IE089,Ballycotton,-8.0333,51.8167,200
IE090,Ballymacoda,-7.9,51.9,602
IE091,Blackwater estuary,-7.8333,51.9667,500
IE092,River Blackwater callows,-8.05,52.15,1053
IE093,Helvick Head,-7.55,52.05,78
IE094,Dungarvan Harbour,-7.5667,52.0667,1300
IE095,Tramore Backstrand,-7.1,52.1667,1557
IE096,Bannow Bay,-6.8,52.2167,958
IE097,Keeragh Islands,-6.7333,52.2,22
IE098,The Cull/Killag,-6.65,52.2,896
IE099,Saltee Islands,-6.6,52.1167,126
IE100,Tacumshin lake,-6.4833,52.1833,528
IE101,Lady's Island Lake,-6.4,52.1833,466
IE102,Wexford Harbour and Slobs,-6.4333,52.3167,5000
IE103,Cahore marshes,-6.25,52.5,450
IE104,Wicklow Head,-6,52.9667,134
IE105,North Wicklow coastal marshes,-6.05,53.0667,670
IE106,Wicklow Mountains,-6.4,53.1667,30000
IE108,Upper Barrow flood-plain,-7.05,53.0833,1000
IE109,Dublin Bay,-6.2,53.35,3000
IE110,Howth Head,-6.05,53.3667,102
IE111,Ireland's Eye,-6.0667,53.4,90
IE113,Malahide/Broadmeadow estuary,-6.15,53.45,606
IE114,Lambay Island,-6.0167,53.4833,612
IE116,Skerries Islands,-6.0833,53.5667,62
IE117,Rockabill,-6.0167,53.6,1
IE118,Nanny estuary and shoreline,-6.2167,53.6667,150
IE119,Boyne estuary,-6.25,53.7167,404
IE120,Stabannan-Braganstown,-6.4333,53.8667,491
IE122,Carlingford Lough,-6.2,54.0667,4660
IE123,Lough Oughter,-7.4667,54,1464
IE124,Lough Kinale and Lough Derragh,-7.4,53.7667,281
IE125,Loughs Kilglass and Forbes,-7.8833,53.7667,1352
IE126,Lough Arrow,-8.3167,54.0667,1266
IE127,Bellanagare bog,-8.4167,53.8167,1243
IE128,Lough Ree,-7.95,53.5333,10788
IE129,River Suck callows: Shannon Bridge-Cast,-8.1667,53.4,4000
IE130,Lough Derg,-8.3167,52.9833,11989
IE131,River Shannon callows: Portumna-Athlone,-8.0667,53.25,5788
IE132,River Little Brosna callows: New Bridge,-8.05,53.1333,1154
IE133,All Saints bog,-7.9333,53.1167,326
IE135,Lough Iron-Glen Lough,-7.4833,53.6167,263
IE137,Lough Sheelin,-7.3333,53.8,1885
IE138,Lough Derravaragh,-7.3333,53.65,1120
IE139,Lough Owel,-7.4,53.5667,1032
IE140,Lough Ennell,-7.4,53.4667,1404
IS004,Ædey,-22.666,66.1,1100
IS006,Breidafjördur,-23,65.3167,300000
IS007,Álftafjördur-Hofsstadavogur,-22.666,65,3000
IS008,Löngufjörur,-22.5,64.75,17000
IS009,Ferjubakkaflói-Nordurá,-21.666,64.6,1500
IS010,Álftanes-Akrar,-22.25,64.5167,13300
IS011,Borgarfjördur,-22,64.5,7000
IS012,Innstavogsnes-Grunnafjördur,-21.916,64.3667,1900
IS014,Skerjafjördur,-22,64.0667,3300
IS019,Ósasvædi Ölfusár,-21.25,63.95,7400
IS020,Stokkseyri-Eyrarbakki,-21.116,63.8667,4300
IS022,Apavatn-Laugarvatn,-20.566,64.1667,4900
IS024,Pollengi-Hrosshagavík,-20.416,64.1667,1400
IS025,Vetleifsholtsbugar-Thykkvabæjarvatn,-20.566,63.7667,5600
IS026,Oddaflód-Lambhagavatn,-20.45,63.7667,1500
IS029,Markarfljótsaurar,-20.033,63.6,10500
IS030,Brunasandur,-17.8,63.8,14000
IS031,Skeidarársandur,-17.183,63.8833,33100
IS032,Breidamerkursandur,-16.316,64,6900
IS039,Skrúdur,-13.616,64.9,92
IS040,Úthérad,-14.316,65.5,36200
IS041,Skoruvík-Skálabjarg,-14.766,66.3667,5300
IS042,Melrakkaslétta,-16.25,66.4833,24600
IS043,Öxarfjördur,-16.75,66.1167,2500
IS044,Mývatn-Laxá,-17,65.6,10200
IS046,Grímsey,-18,66.55,2300
IS048,Hólmarnir,-18.066,65.65,700
IS049,Hörgárósar,-18.2,65.8,540
IS050,Hrísey,-18.383,66,767
IS052,Austara Eylendid,-19.45,65.75,3300
IS054,Drangey,-19.666,65.95,1500
IS055,Hóp-Vatnsdalur,-20.316,65.5167,12000
IS056,Arnarvatnsheidi-Tvídægra,-20.5,65,60000
IS057,Eyjavatn-Fridmundarvötn,-19.7,65.25,7500
IT003,Anzasca and Antrona valleys,8.1,46,42600
IT004,Antigorio and Formazza valleys,8.3,46.2667,50000
IT005,Val Grande,8.4333,46.05,29000
IT006,Mount Tabor,9.15,46.0667,28000
IT007,Pian di Spagna and Lake Mezzola,9.45,46.2167,3400
IT008,Gran Paradiso,7.2667,45.55,110000
IT009,Lake Maggiore,8.6667,45.9167,21600
IT010,Campo dei Fiori,8.7667,45.9167,24500
IT011,Grigne,9.3667,45.95,14038
IT012,Orobie,9.8333,46.05,107000
IT014,Brabbia peatland and Lake Varese,8.75,45.7833,2437
IT015,Lake Garda,10,45.8333,38000
IT016,Lake Viverone,8.05,45.3833,930
IT017,Novara heronries,8.55,45.5,50
IT018,Ticino river,8.85,45.55,25000
IT019,Iseo peatlands,10.0333,45.6333,325
IT020,River Sesia heronries,8.3833,45.4,500
IT021,Lake Candia,7.9667,45.3,295
IT022,Heronries of Pavia province,9.1667,45.3,32292
IT023,Adda Sud Park heronries,9.65,45.2667,1000
IT025,Vercelli rice-fields,8.2667,45.2,15000
IT026,Trebbia river (lower course),9.6167,45.0333,30
IT027,River Po from Dora Baltea mouth to Scri,8.3333,45.1167,14000
IT028,River Po: from Ticino mouth to Adda mou,10,45,25000
IT029,Marengo heronry,8.65,44.8167,30
IT031,Taro river,10.2167,44.8167,6000
IT032,Torrile LIPU reserve,10.3333,44.9333,200
IT033,Scrivia stream,8.85,44.75,3000
IT034,Crava-Morozzo lakes,7.8333,44.4333,300
IT035,Maritime Alps,7.1667,44.3,95400
IT036,Mount Beigua,8.6667,44.4167,10000
IT037,Finalese,8.3333,44.25,3750
IT039,Alpi Apuane,10.2333,44.1,16800
IT041,Stelvio National Park,10.5333,46.5,134621
IT042,Dolomites,12.0833,46.6667,48507
IT045,Adamello-Brenta,10.7667,46.1333,112800
IT046,Lagorai mountains,11.6,46.1833,40000
IT047,Carniche pre-Alps,12.55,46.2667,63000
IT048,Middle course of Tagliamento river,13.0167,46.2167,3579
IT049,Cividalese and upper Torre valley,13.4333,46.1667,28400
IT050,Belluno Dolomites,12.0333,46.1667,31512
IT052,Giulie Pre-Alps,12.7167,46.0333,39400
IT054,Mount Grappa,11.8,45.8833,40000
IT055,Piave river,12.1333,45.8333,10000
IT057,Lessini mountains,11.1667,45.7333,39000
IT058,Alto Garda Bresciano,10.4667,45.65,38269
IT059,Middle course of River Brenta,11.7,45.6667,1100
IT060,Quinto heronry,12.25,45.6667,50
IT061,Caorle lagoon,12.9167,45.65,2200
IT062,Grado and Marano lagoon,13.3167,45.75,32815
IT063,Isonzo mouth,13.5667,45.75,5000
IT064,Venice lagoon,12.4667,45.3667,68982
IT065,River Mincio and Bosco Fontana,10.75,45.1833,3581
IT066,Carso,13.7667,45.7333,18950
IT067,Boscone island,11.25,45.0333,292
IT068,River Po: from the mouth of Adda river,10.6,45,30000
IT069,Codigoro heronry,12.2333,44.9333,60
IT070,Po Delta,12.2667,44.9333,17000
IT071,Valle Bertuzzi and Goro lagoon,12.25,44.7833,7081
IT072,Valli di Comacchio and Bonifica del Mez,12.1667,44.6167,44013
IT073,Valli di Argenta,11.8333,44.5667,2000
IT074,Punte Alberete and Valle della Canna,12.25,44.5,4152
IT075,Ortazzo and Ortazzino,12.3167,44.3667,620
IT076,Cervia saltpans,12.35,44.25,989
IT077,Lake Massaciuccoli,10.3333,43.85,3795
IT078,Foreste Casentinesi,11.7,43.8667,36300
IT079,Calvana mountains,11.1667,43.9167,3900
IT080,Fucecchio marsh,10.7833,43.7667,2500
IT081,Arezzo heathlands,11.75,43.4167,4394
IT082,Migliarino-San Rossore,10.2667,43.7667,7000
IT083,Pools of Florence plain,11.0667,43.8,1000
IT085,Mount Conero,12.75,43.5333,1140
IT087,Sentina,13.6667,43.4833,180
IT088,River Cecina,10.8667,43.3333,2400
IT089,Bolgheri,10.55,43.2333,562
IT090,Crete Senesi,11.3667,43.2,50000
IT091,Lake Trasimeno,12.0833,43.15,13200
IT092,Farma valley,11.0667,43.0667,10000
IT093,Lakes Montepulciano and Chiusi,11.9667,43.0667,2136
IT094,Colfiorito,12.8667,43.0167,500
IT095,Sibillini mountains,13.1667,42.9333,71374
IT096,Tuscan Archipelago,10.3333,42.8,76608
IT097,Diaccia Botrona,10.9167,42.7833,2964
IT098,Uccellina mountains,11,42.6333,6000
IT099,Lake Bolsena,11.9167,42.5833,16000
IT100,Lake Alviano,12.25,42.5667,900
IT102,Selva del Lamone,11.5667,42.5,2200
IT105,Rieti lakes,12.8333,42.4833,3278
IT108,Vico lake,12.1667,42.3333,4000
IT109,Cicolano,13.1833,42.3333,49485
IT110,Lake Bracciano and surrounding areas,12.2,42.1667,31300
IT111,Tolfa hills,12.0667,42.1333,75000
IT112,Tarquinia saltpans,11.75,42.2,170
IT115,Maiella,14.2,42.1667,177500
IT116,Coast from Palo to Santa Marinella,12,42,6300
IT117,Litorale Romano,12.2,41.85,19529
IT118,Ernici and Simbruini mountains,13.3167,41.8833,70000
IT119,Abruzzo National Park,13.85,41.75,110000
IT120,Lepini mountains,13.0833,41.6,49600
IT121,Circeo National Park,13.0333,41.2667,8350
IT122,Ponziane islands,12.9833,40.9,1130
IT123,Ausoni and Aurunci mountains,13.5,41.3667,137200
IT124,Matese,14.4167,41.45,41718
IT126,Daunia mountains,15.1,41.6667,50000
IT131,Capri island,14.25,40.55,1036
IT132,Serre Persano,15.0833,40.5,300
IT133,Picentini mountains,15,40.5,64000
IT134,Alburni mountains,15.3167,40.5833,16000
IT135,Murge,16.4,40.8833,90000
IT136,Mount Cervati,15.4333,40.2833,44000
IT138,Manferrara forest,16.5,40.5333,500
IT139,Gravine,17,40.5833,30000
IT140,Coast between Marina di Camerota and Po,15.3,40,5700
IT142,Mounts Orsomarso and Verbicaro,15.95,39.8333,48000
IT143,Pollino,16.2,39.8833,115814
IT145,Sant'Andrea island,17.9833,40.05,262
IT146,Le Cesine,18.3333,40.35,620
IT147,Cape Otranto,18.5833,40.1333,3100
IT148,Sila Grande,16.5333,39.35,28450
IT149,Marchesato and River Neto,16.95,39.2167,44125
IT150,Costa Viola,15.75,38.2167,19750
IT151,Aspromonte,16,38.1167,35650
IT153,Peloritani mountains,15.5167,38.2167,17100
IT155,Mount Pecoraro and Pizzo Cirina,13.1167,38.15,12000
IT156,Mount Cofano,12.7833,38.05,18000
IT157,Egadi islands,12.3333,37.9833,47024
IT158,Stagnone di Marsala and Trapani saltpan,12.5,37.7833,4454
IT159,Rocca Busambra,13.45,37.8833,100000
IT162,Cape Feto,12.5167,37.6667,150
IT163,Simeto mouth and Biviere di Lentini,15.1,37.4,3398
IT164,Madonie,14,37.8333,39941
IT165,Anapo gorges,14.9833,37.1167,3712
IT166,Biviere and Plain of Gela,14.3333,37.0167,28052
IT167,Pantani di Capo Passero,15.05,36.7333,2963
IT168,Pantelleria and Isole Pelagie,12,36.75,31177
IT170,Maddalena archipelago,9.3667,41.2667,59534
IT171,Asinara island and Stintino peninsula c,8.2,41.0167,16628
IT172,Pilo and Casaraccio pools,8.2833,40.85,500
IT173,Campo d'Ozieri,8.8333,40.75,20000
IT174,Tavolara island,9.65,41,24172
IT175,Cape Caccia,8.1833,40.5667,8439
IT176,Coast between Bosa and Alghero,8.45,40.35,20000
IT177,Altopiano di Campeda,8.7833,40.3,19500
IT178,Central Campidano,8.6333,39.6667,20000
IT179,Altopiano di Abbasanta and Lake Omodeo,8.8333,40.1667,20000
IT181,Orosei Gulf and Gennargentu mountains,9.4,40.1667,59102
IT183,Mount Ferru of Tertenia,9.6167,39.75,1000
IT185,Flumendosa and Colostrai pools,9.5833,39.35,625
IT186,Mount Sette Fratelli and Sarrabus,9.45,39.2833,50000
IT188,Cagliari wetlands,9.15,39.1833,7526
IT192,Coast between Cape Teulada and Pula,8.8167,38.8333,5927
IT193,Argentario,11.3167,42.4,12164
IT203,Gargano Promontory and Capitanata Wetla,15.9167,41.4167,207378
IT204,Gran Sasso and Laga mountains,13.4333,42.6667,60000
IT205,Oristano wetlands and Cape San Marco,8.4833,39.8667,22595
LI001,Ruggeller Riet,9.55,47.2667,90
LI002,Garselli-Zigerberg,9.6,47.1667,950
LT001,Seashore at Palanga,20.8666,55.95,113000
LT002,Seashore at Nida,20.85,55.6333,77000
LT003,Kuronian lagoon,21.1667,55.4167,9720
LT004,Kuronian spit,21.1167,55.5,26394
LT005,Tyras,21.2333,55.5666,2540
LT006,Nemunas delta,21.25,55.3,26625
LT007,Zemaitija National Park,21.8833,56.05,21200
LT008,Varduva River and Varduva Reservoir,22.1333,56.3667,1040
LT009,Minija River and Lower Babrungas,21.3833,55.6833,3000
LT010,Birzulius and Stervas lakes and adjacen,22.4167,55.7666,5020
LT011,Kamanos,22.6333,56.2833,3935
LT012,Pavezupis fish-ponds,22.9,55.75,1000
LT013,Tyruliai,23.3,55.7666,3688
LT014,Jura river,22.25,55.2166,1000
LT015,Viesvile,22.4333,55.15,3216
LT016,Birzai forest,24.9333,56.2833,14000
LT017,Krekenava forests,24.2,55.5333,8680
LT019,Sartai Regional Park and Rokiskis Fishp,25.8333,55.8,13500
LT020,Vasaknos fish-ponds,25.8,55.7,800
LT021,Labunava forest,23.9833,55.15,3000
LT022,Sesuva river,24.3333,54.9166,250
LT023,Kauno Marios Reservoir and adjacent are,24.1333,54.85,7800
LT024,Islauzas fish-ponds,23.9166,54.7333,600
LT025,Lake Kasonys and adjacent wetlands,24.1833,54.65,100
LT026,Verkne river,24.4,54.55,690
LT027,Novaraistis,23.4166,54.95,827
LT028,Sirvinta river,22.9666,54.5666,500
LT029,Zaltytis,23.4333,54.4,392
LT030,Zuvintas,23.6,54.4667,5442
LT031,Meteliai Regional Park,23.7666,54.3,4500
LT032,Aukstaitija National Park,26.0333,55.3666,30000
LT033,Kretuonas,26.1,55.25,2000
LT034,Dzukija forest,24.35,54.0833,49000
LT036,Senoji and Naujoji Rusne lakes,21.7666,55.1333,1180
LT037,Plinksiai,22.1833,56.1166,5000
LT038,Musos tyrelis,23.2166,55.35,1615
LT039,Sulinkiai peatland,23.4333,55.7333,600
LT040,Pravirsulis,23.4666,55.5333,3292
LT041,Zalioji forest,24.5166,55.85,16000
LT042,Simonys and Ramuldavos forests,25.1666,55.65,20000
LT044,Lake Druksiai,26.6333,55.6,4700
LT046,Girutiskis,25.85,55.2,1500
LT047,Dotnuva forest,23.7833,55.3166,5000
LT048,Lanciunava forest,24.2,55.35,4400
LT050,Sesuoliai forest,24.9166,55.1333,4500
LT051,Punia forest,24.05,54.5333,2700
LT053,Rudninkai forest,25.1,54.3833,5800
LT054,Buda and Pravieniskes forests,24.25,54.9166,7600
LT055,Baldieriskis forest,23.8,54.5333,3500
LT056,Silale Fishponds,22.2666,55.5666,770
LU002,Our,6.1167,50.1333,1700
LU003,Pont Misere,5.8,49.85,3646
LU004,Weisse Ernz,6.2167,49.75,60
LU005,Syre,6.3,49.6667,90
LU007,Weiler-la-tour,6.2,49.5333,80
LU008,Roeserbann,6.1333,49.5333,1067
LU009,Minières,6.0833,49.4833,3200
LV003,Dunika bog,21.4,56.2666,1807
LV004,Liepaja lake,21.05,56.45,4818
LV006,Durbe lake meadows,21.4,56.6333,596
LV007,Skrunda fish-ponds,21.9833,56.6833,496
LV008,Uzava meadows,21.5333,56.9333,688
LV010,Mangene forest,21.9833,57.0833,2391
LV012,Uzava lowland,21.5166,57.15,1434
LV015,Slitere and Zilie kalni,22.4,57.65,17323
LV016,Stikli,22.2666,57.3166,7244
LV018,Gulf of Riga,23.1833,57.2333,120000
LV022,Babite lake,23.7333,56.9166,3052
LV023,Satini fish-ponds,22.3166,56.6,3878
LV024,Zvarde forest,22.6,56.5,8169
LV025,Lake Lielauce,22.9,56.5333,885
LV026,Ukri forest,23.2,56.3833,1144
LV027,Lielupe flood-plain meadows,23.7166,56.6667,392
LV028,Svete lower reaches,23.65,56.7166,932
LV030,Cena bog,23.85,56.85,2488
LV032,Gauja national park,25.0666,57.3,92322
LV033,Lielais and Pemmas bogs,24.8167,57.3833,3474
LV035,Augstroze,25.0333,57.5333,4007
LV037,Ruja flood-plain,25.25,57.8667,444
LV039,Seda marsh,25.7667,57.7,7335
LV044,Daugava river at Kaibala,24.8833,56.6666,592
LV048,Abeli,25.9833,56.4,3292
LV050,Teici and Pelecare bogs,26.45,56.5833,26263
LV052,Lubans and fish-ponds,26.8666,56.7333,21338
LV053,Berzpils bogs and flood-plains,27,56.8666,14736
LV054,Pededze forest and Parabaine,26.9,56.95,14737
LV055,Sita and Pededze flood-plain,26.9833,57.1333,1193
LV056,Vecumi,27.8,57.25,7842
LV057,Orlovas bog,27.4,57,3300
LV060,Nida-Perkone,20.9666,56.2333,10000
LV061,Ziemupe-Riva coastal,21.05,56.8333,10100
LV062,Salacgriva-Vitrupe,24.3666,57.6833,4870
LV063,Tuja offshore,24.2333,57.3333,40000
LV064,Tasu lake,21.2166,56.6166,271
MD009,Copanca-Talmaz,29.7,46.65,6000
MK001,Sara mountains [parts of],21,42,12000
MT001,Ta'Cenc cliffs,14.2333,36.0333,2
MT002,Comino island,14.3333,36.0167,260
MT003,Rdum Tal-Madonna,14.3667,36,4
MT004,Buskett and Wied il-Luq,14.4,35.8667,30
NL001,Wadden Sea,5.3833,53.3,272100
NL002,Texel: Schorren and Zeeburg,4.9,53.1333,1600
NL003,Texel: Dunes and Hors,4.7833,53.1167,3850
NL004,Vlieland,4.9833,53.2833,2740
NL008,Ameland: Duinen-Oerd,5.75,53.4667,3150
NL009,Engelsmanplaat,6.05,53.45,720
NL010,Schiermonnikoog,6.25,53.5,2800
NL011,Rottumerplaat,6.5,53.5333,782
NL012,Rottumeroog,6.5833,53.55,311
